question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
19b12441-0b0a-45f2-af04-758e4302cccd,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=83 and b=77 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1e7d0e8b-14d7-4d5b-957e-e4c5417812da,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=52 and b=22 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e2ca1fc3-cbf1-48a6-98b6-cac0f052c36e,CSE,Databases,Databases - Topic 1,NUM,Expert,"Given values a=16 and b=50 in Databases - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
23847ffc-af64-4ef2-a43e-0bad5446e8c4,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,NUM,Hard,"Given values a=21 and b=79 in Data Science Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0d8c585f-0cbf-4d1b-a65b-ba7fdb73c9ca,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 2,NUM,Hard,"Given values a=97 and b=86 in Fluid Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
864b2f2d-7c51-4a9f-8388-b61b78ebb25c,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,NUM,Easy,"Given values a=100 and b=13 in Industrial Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e3117344-4978-4c5d-a641-6bd09dd9a5aa,Industrial,Industrial Applications,Industrial Applications - Topic 1,NUM,Expert,"Given values a=93 and b=89 in Industrial Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e1bb51d0-1dd0-4b68-820f-005b8266f8b2,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=4 and b=20 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f41dbfdb-a4f4-4ef6-b9ea-87dd1eb00bfe,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,NUM,Easy,"Given values a=27 and b=49 in Industrial Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
dfa19b6f-2e25-41e1-87fb-593cfdc90c5e,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=34 and b=54 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e016885c-72e0-449d-bae3-0ea0f3bc931b,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=42 and b=10 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7c01ee4c-5032-44ba-bce9-58c41ce62f2b,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=90 and b=19 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8875ee84-6a82-41ca-b41c-38e20a2cd376,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=1 and b=25 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
79450544-650b-4d53-99fd-044c944cba74,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=72 and b=78 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
02c5233b-3e41-4973-853f-35e7fad3d23a,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,NUM,Easy,"Given values a=98 and b=30 in Industrial Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
555eecb9-6633-41c1-9d96-5800a299d6e5,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=78 and b=29 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
919a1b52-0ea4-4be5-8927-b23ed910925f,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 1,NUM,Expert,"Given values a=33 and b=45 in Biotechnology Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
dadf3187-1915-40e3-908d-d7bea4be9acb,EEE,EEE Fundamentals,EEE Fundamentals - Topic 2,NUM,Expert,"Given values a=21 and b=8 in EEE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c52d6eee-1840-43e7-9f09-4c8e5f300a4f,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=2 and b=88 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a4e37084-1ab3-49aa-afc6-fbc9a94602a3,CSE,Databases,Databases - Topic 1,NUM,Expert,"Given values a=40 and b=44 in Databases - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b2da496f-4427-452f-bb80-16d7be4dce01,CSE,Algorithms,Algorithms - Topic 2,NUM,Medium,"Given values a=52 and b=5 in Algorithms - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
12f56344-a3bc-442f-8b24-2c947eb1d8a8,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=28 and b=73 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
94fdcbd7-5c5e-4b64-b6ed-bbcb293f8631,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=82 and b=90 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
07e434b1-e69e-4023-ad7d-7f3a1ab17333,Data Science,Data Science Applications,Data Science Applications - Topic 1,NUM,Expert,"Given values a=14 and b=30 in Data Science Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
20ab4425-f15a-431f-967c-2e7ed8833a8b,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=92 and b=52 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
333a1f0c-5724-4821-be58-193b9e4c3ffa,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=40 and b=90 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
de150b14-ef87-4396-bdd0-c1e96de83d05,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=65 and b=39 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
63c865a5-42a3-48cc-81c1-878e085036cc,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=63 and b=72 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
24525342-a795-40c8-85bf-57aa4849395a,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=49 and b=62 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5dad4ed6-c6e8-453d-be7f-5d50bd819f4a,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=21 and b=86 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b82f64dc-7153-4ea4-bc25-c21b99adc7a7,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=6 and b=99 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f654c2bd-70f8-4c12-9627-e2cc9c51e73d,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=81 and b=8 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ecf816f0-007f-47ae-9fb2-4a669dbacd1b,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 1,NUM,Hard,"Given values a=76 and b=18 in Mechatronics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fdb2be70-fb10-4a55-aa02-b2acc567ac11,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=99 and b=95 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
921eddb7-2d7f-410c-9057-d969e90eaffa,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=97 and b=76 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
813be2ad-f96f-4091-86d4-29f4186f5550,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=80 and b=26 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
985b7e31-ae78-4467-ae54-bf95033143dd,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=31 and b=78 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
166ec3ad-3700-43be-9337-020d40a1c4a7,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=15 and b=72 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3d0576b0-066a-4272-bdac-d8580600b6db,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=98 and b=51 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
71541a17-0c41-4dc6-a133-2df7a59e0d09,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=63 and b=69 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3bb4b31f-d6c6-44cc-9aff-479e4c0da7f0,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=64 and b=5 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
580b5816-bdb5-4ea3-8c9a-b6570a2785b3,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=81 and b=41 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8b9247bc-90f1-4ca6-82dd-136f0e21d227,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=16 and b=17 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f56b44b9-bf1e-4727-a8aa-eb2f9df2d0b6,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=96 and b=38 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bd303088-84f7-4695-9dba-d1fd89c96bed,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=23 and b=68 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0ca1437d-59d5-4e2d-bf4e-8d7fd1ae5a66,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=42 and b=75 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f1ae6bfe-a1df-48ed-bb40-6095b0fb5a40,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=15 and b=51 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4eaed0d8-147b-4c53-812a-c9ffdcb23df8,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=58 and b=20 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d113260c-9970-4ecf-9aa1-882a4ffb71bb,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=10 and b=16 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
baa9ee35-760e-48ad-a782-5c7ec81fb06d,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=7 and b=66 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d126706d-1df8-4ffd-96c0-a09fc70127d8,Data Science,Data Science Applications,Data Science Applications - Topic 2,NUM,Easy,"Given values a=70 and b=16 in Data Science Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
435ed089-7436-46c5-8188-9383aa5f87c6,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=79 and b=72 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
edc15184-f37f-4ef5-b608-1c34e24487d0,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=71 and b=98 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
428f858a-b251-4cdc-8c1e-1a2f7924e097,CSE,Data Structures,Data Structures - Topic 2,NUM,Easy,"Given values a=70 and b=42 in Data Structures - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f54068d5-206b-401e-99b7-d22d77f17dc3,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=31 and b=51 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
459831f0-7549-4021-bead-a2c4fe4c7a9f,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=78 and b=81 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
78753ed7-ebbd-4a8e-9814-e6c27dc5876c,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=42 and b=91 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3fc1ed90-3a69-4e4e-b457-c4b68c230898,ISE,ISE Fundamentals,ISE Fundamentals - Topic 1,NUM,Easy,"Given values a=65 and b=93 in ISE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5a74329f-3c9c-4524-b1af-1ab3ec2f04f2,ISE,ISE Fundamentals,ISE Fundamentals - Topic 2,NUM,Easy,"Given values a=21 and b=19 in ISE Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5fdbc3c4-a389-453a-85af-c1a898b229c5,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=4 and b=76 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ced1e374-0e0c-4bee-ab3c-ce4bc008ebad,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=75 and b=68 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bae5dc2d-6a2b-4d63-8612-6bb5e009abe1,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=78 and b=44 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f3d634a1-a28c-4167-833d-02498eeab58e,Automobile,Automobile Applications,Automobile Applications - Topic 1,NUM,Hard,"Given values a=46 and b=50 in Automobile Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
dd45b616-1e70-4109-9681-9c137abd3883,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,NUM,Easy,"Given values a=8 and b=14 in Fluid Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
da132ac3-63bb-4386-869b-ce9fbb170374,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=91 and b=51 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
13f2e9a4-9531-4acf-b45f-56583bcdb10b,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=38 and b=12 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4d99a78c-67af-406b-8917-885cf79cdb57,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=57 and b=18 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8ce9d495-6d7b-4538-adb4-f014de0efcda,AIML,AIML Fundamentals,AIML Fundamentals - Topic 1,NUM,Hard,"Given values a=31 and b=7 in AIML Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2a76ca22-0bbd-4ebf-ab1f-ec8fa3914247,EEE,EEE Fundamentals,EEE Fundamentals - Topic 1,NUM,Medium,"Given values a=12 and b=28 in EEE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5d19e584-24ac-4e5c-8cc9-86467dc6f3c2,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 2,NUM,Medium,"Given values a=48 and b=80 in Automobile Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0818355d-bde6-4402-89cf-dbf123963932,Aerospace,Aerospace Applications,Aerospace Applications - Topic 1,NUM,Medium,"Given values a=28 and b=8 in Aerospace Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a6b43309-c8a1-482d-845f-2d85f17e7a28,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 1,NUM,Expert,"Given values a=47 and b=11 in Biotechnology Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
62b46a3f-d4f0-4493-ad96-5e10118569c6,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=79 and b=53 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
80f48096-f29c-46d9-8244-752c11e8b214,Chemical,Chemical Applications,Chemical Applications - Topic 1,NUM,Hard,"Given values a=83 and b=13 in Chemical Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d5f3e7b6-8842-460d-adc3-6db7173fa45a,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=47 and b=52 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
069461a7-e8ec-47ed-acdb-e0daad094f17,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=67 and b=6 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
